record_id,parent_bite_id,take,phase,source_valid_frames,travel,rms_velocity,p95_velocity,rms_acceleration,p95_acceleration,rms_jerk,p95_jerk,max_clean_step,success_frames,violations,continuous_frame_percent,branch_changes,travel_edges,velocity_frames,acceleration_frames,jerk_frames,margin_count,margin_min,margin_mean,margin_median,margin_p05,margin_p95,margin_max,margin_rms,margin_below_0.01,margin_below_0.05,margin_below_0.10,jp_sigma_min,jp_sigma_p05,jp_sigma_median,jp_sigma_p95,jp_cond_min,jp_cond_p05,jp_cond_median,jp_cond_p95,jr_sigma_min,jr_sigma_p05,jr_sigma_median,jr_sigma_p95,jr_cond_min,jr_cond_p05,jr_cond_median,jr_cond_p95,strategy,row_scope,comparison,strategy_a,strategy_b,pair_common_success_frames,pair_clean_frames,pair_clean_intervals,pair_travel_edges,pair_velocity_frames,pair_acceleration_frames,pair_jerk_frames,StrongLocal_travel,StrongLocal_rms_velocity,StrongLocal_rms_acceleration,StrongLocal_rms_jerk,StrongLocal_min_margin,StrongLocal_min_jp_sigma,StrongLocal_min_jr_sigma,B0_travel,B0_rms_velocity,B0_rms_acceleration,B0_rms_jerk,B0_min_margin,B0_min_jp_sigma,B0_min_jr_sigma,triple_common_success_frames,a_psi_mae_to_humangt,a_q_mean_to_humangt,a_q_rms_to_humangt,a_q_p95_to_humangt,a_q_joint1_mae_to_humangt,a_q_joint2_mae_to_humangt,a_q_joint3_mae_to_humangt,a_q_joint4_mae_to_humangt,a_q_joint5_mae_to_humangt,a_q_joint6_mae_to_humangt,a_q_joint7_mae_to_humangt,a_elbow_mean_to_humangt,a_plane_mean_to_humangt,a_plane_p95_to_humangt,b_psi_mae_to_humangt,b_q_mean_to_humangt,b_q_rms_to_humangt,b_q_p95_to_humangt,b_q_joint1_mae_to_humangt,b_q_joint2_mae_to_humangt,b_q_joint3_mae_to_humangt,b_q_joint4_mae_to_humangt,b_q_joint5_mae_to_humangt,b_q_joint6_mae_to_humangt,b_q_joint7_mae_to_humangt,b_elbow_mean_to_humangt,b_plane_mean_to_humangt,b_plane_p95_to_humangt,a_violations,b_violations,B2_travel,B2_rms_velocity,B2_rms_acceleration,B2_rms_jerk,B2_min_margin,B2_min_jp_sigma,B2_min_jr_sigma,B3_travel,B3_rms_velocity,B3_rms_acceleration,B3_rms_jerk,B3_min_margin,B3_min_jp_sigma,B3_min_jr_sigma,H_star_travel,H_star_rms_velocity,H_star_rms_acceleration,H_star_rms_jerk,H_star_min_margin,H_star_min_jp_sigma,H_star_min_jr_sigma,RobotSmooth_travel,RobotSmooth_rms_velocity,RobotSmooth_rms_acceleration,RobotSmooth_rms_jerk,RobotSmooth_min_margin,RobotSmooth_min_jp_sigma,RobotSmooth_min_jr_sigma,HumanGT_travel,HumanGT_rms_velocity,HumanGT_rms_acceleration,HumanGT_rms_jerk,HumanGT_min_margin,HumanGT_min_jp_sigma,HumanGT_min_jr_sigma,a_travel,b_travel,difference_travel_a_minus_b,a_rms_velocity,b_rms_velocity,difference_rms_velocity_a_minus_b,a_rms_acceleration,b_rms_acceleration,difference_rms_acceleration_a_minus_b,a_rms_jerk,b_rms_jerk,difference_rms_jerk_a_minus_b,a_min_margin,b_min_margin,difference_min_margin_a_minus_b,a_min_jp_sigma,b_min_jp_sigma,difference_min_jp_sigma_a_minus_b,a_min_jr_sigma,b_min_jr_sigma,difference_min_jr_sigma_a_minus_b,difference_violations_a_minus_b,difference_psi_mae_a_minus_b,difference_q_mean_a_minus_b,difference_q_rms_a_minus_b,difference_q_p95_a_minus_b,difference_q_joint1_mae_a_minus_b,difference_q_joint2_mae_a_minus_b,difference_q_joint3_mae_a_minus_b,difference_q_joint4_mae_a_minus_b,difference_q_joint5_mae_a_minus_b,difference_q_joint6_mae_a_minus_b,difference_q_joint7_mae_a_minus_b,difference_elbow_mean_a_minus_b,difference_plane_mean_a_minus_b,difference_plane_p95_a_minus_b
trial_0012_bite_001_transfer,trial_0012_bite_001,trial_0012,transfer,144,4.4277175468865,0.5339214190155092,0.9566746514970239,29.038754066576143,60.03446387479889,5039.6350993837095,10146.818782873996,0.01674333153620111,144.0,0.0,100.0,0.0,143.0,143.0,142.0,141.0,144.0,0.21589708384199469,0.48416872681349044,0.49445144474137803,0.22767506742083876,0.7082436074365925,0.7266212204522133,0.5080292835323876,0.0,0.0,0.0,0.17188226087106864,0.17433471355551278,0.24660684566435703,0.26648729481499284,2.626897514138773,2.6339308931678787,3.1082353829303893,4.945629640687101,1.1939475699797835,1.2021187647480327,1.335957780737202,1.3738575538852849,1.2585806847329224,1.258820337603897,1.3006452031823867,1.4824461606439823,B0,single_strategy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trial_0012_bite_001_transfer,trial_0012_bite_001,trial_0012,transfer,144,4.627980712723756,0.5533405980611806,0.9632145704997254,28.499008396915436,60.88928658784276,4978.244078189538,10075.580602868211,0.01754120777553636,144.0,0.0,100.0,0.0,143.0,143.0,142.0,141.0,144.0,0.23201108825498018,0.49981830674816774,0.5058928376692834,0.24354595779597718,0.7299858155129729,0.7489006098708888,0.523337261286441,0.0,0.0,0.0,0.17855531627387383,0.1807453227827144,0.24878639203519587,0.2683680749004944,2.615569724959415,2.622435167215642,3.0781116537320683,4.8390155793279375,1.1461516300157608,1.1586744371846835,1.3228496528311608,1.3706223232463781,1.2617560448368745,1.262414864538905,1.3125480694273959,1.5293860339196927,B1,single_strategy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trial_0012_bite_001_transfer,trial_0012_bite_001,trial_0012,transfer,144,4.335165119693155,0.5327424880734015,0.9874934070353438,31.136367510071167,61.48756616953075,5290.298305012048,11183.353668732521,0.023468730232360624,144.0,0.0,100.0,0.0,143.0,143.0,142.0,141.0,144.0,0.17570505120244562,0.4415464005731526,0.4723207503563214,0.1877508737779549,0.6507476620138986,0.6699096036173602,0.4663939982642144,0.0,0.0,0.0,0.1594418306909713,0.16201858481419476,0.23803727285396992,0.26149092199385515,2.6582184608767276,2.6660658450116332,3.191412125890054,5.142291672880393,1.2778022004663265,1.2793437503788452,1.3624198042115,1.389934321044531,1.2446805795445068,1.245193517418795,1.2772037478083975,1.3970943749034952,B2,single_strategy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trial_0012_bite_001_transfer,trial_0012_bite_001,trial_0012,transfer,144,4.600110954469239,0.5724836145801335,1.0529210751432307,46.80904243015878,95.72741930346302,8204.272494200102,17874.94172624773,0.026491451542193015,144.0,0.0,100.0,0.0,143.0,143.0,142.0,141.0,144.0,0.17434302824884007,0.434155200917084,0.45974010986285585,0.18711713069628177,0.6422902504267983,0.6606157112874778,0.45807782471306985,0.0,0.0,0.0,0.15910233010762356,0.16181175428538994,0.23703333754655886,0.2599325581193198,2.668636996801553,2.675126610708288,3.201391078519694,5.1456534473023625,1.2789831333686952,1.2809608164890056,1.3638436698616965,1.3934653069499885,1.2413377212472119,1.2423725488327722,1.275137565441721,1.3953108132675098,B3,single_strategy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trial_0012_bite_001_transfer,trial_0012_bite_001,trial_0012,transfer,144,4.6828026591384955,0.5797475577663717,1.0804881877007224,51.95081986519854,112.391611459427,9216.843613777375,19766.1179455947,0.024293191372978914,144.0,0.0,100.0,0.0,143.0,143.0,142.0,141.0,144.0,0.17415915291755546,0.4302745666099334,0.45730972509052104,0.18656762009943956,0.633940121883081,0.6521424612152609,0.4537967042785274,0.0,0.0,0.0,0.15905687369970387,0.1617177642141753,0.2360902579865482,0.25923049806203496,2.6714511106176286,2.678520135257372,3.2108120871891774,5.147377888826761,1.2808140306639133,1.2830047639348066,1.3650786959967685,1.3954830335912796,1.239591463719789,1.240780072654538,1.2733119909609467,1.394469052771639,StrongLocal,single_strategy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trial_0012_bite_001_transfer,trial_0012_bite_001,trial_0012,transfer,144,5.087977000980162,0.6482415475331263,1.250551515491337,71.79777357756198,163.24975808298353,12929.18945410631,29838.79440377636,0.03148512152201821,144.0,0.0,100.0,0.0,143.0,143.0,142.0,141.0,144.0,0.1689841186895773,0.4247817319485631,0.46560906302966054,0.18069052852529016,0.6218760173869935,0.6456997663929362,0.44859961042190405,0.0,0.0,0.0,0.15781388523064876,0.16033290963275215,0.23404154815879888,0.2587233882695333,2.673860474477727,2.6814707462232663,3.2314340004983753,5.168499395439836,1.2898558915466587,1.292798276792106,1.3660419964186468,1.3981181067746136,1.2368598254554768,1.2381998786741806,1.2712091332243545,1.383818771989759,H_star,single_strategy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trial_0012_bite_001_transfer,trial_0012_bite_001,trial_0012,transfer,144,4.478384649884788,0.54488742150103,1.0037479682343244,38.80348942185681,78.01575908831991,6777.591469039086,14630.500283317335,0.021359715198064677,144.0,0.0,100.0,0.0,143.0,143.0,142.0,141.0,144.0,0.1947813676097283,0.45987239001933056,0.4789623954707799,0.20551701813649875,0.6741045166227242,0.6932539402425677,0.4843775098680037,0.0,0.0,0.0,0.1647331652770446,0.16695628506750532,0.24161604831977262,0.26400424754041674,2.6406570371346403,2.6491170402615833,3.1562525225231646,5.070061868123468,1.2447055995543705,1.2501295726937618,1.3528289629825179,1.3826659728220334,1.2504365556809953,1.251204011320855,1.2856603122109012,1.4288541884180181,HumanGT,single_strategy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trial_0012_bite_001_transfer,trial_0012_bite_001,trial_0012,transfer,144,4.4277175432991696,0.5339214186198896,0.9566746514926274,29.038753875729576,60.03446331771351,5039.635064339225,10146.818632075021,0.016743331536146044,144.0,0.0,100.0,0.0,143.0,143.0,142.0,141.0,144.0,0.21589708384199202,0.4841687268135022,0.4944514447414742,0.2276750674208512,0.7082436074365633,0.7266212204529312,0.5080292835324041,0.0,0.0,0.0,0.17188226087259031,0.17433471354906452,0.2466068456788951,0.2664872948237561,2.626897513976802,2.6339308931579004,3.10823538267819,4.945629640740682,1.1939475699751154,1.202118764762807,1.3359577807138678,1.3738575538848634,1.2585806847366425,1.2588203376059994,1.3006452032041271,1.4824461606291952,RobotSmooth,single_strategy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trial_0012_bite_001_withdrawal,trial_0012_bite_001,trial_0012,withdrawal,102,5.704500618009451,0.9990395019720731,1.8371809421732774,25.459222862788696,55.344095362867876,3731.356980050901,7813.179723265731,0.025214909536032337,102.0,0.0,100.0,0.0,101.0,101.0,100.0,99.0,102.0,0.3259060518722805,0.5620249348224665,0.5330967784218736,0.3498475412711694,0.8519610171328563,0.8871316571335051,0.5854142269086876,0.0,0.0,0.0,0.19485693939522028,0.2023171694971756,0.27258744142805813,0.291546581557539,2.1697508738007656,2.1726948541227675,2.408350398228421,4.234181153815965,1.2205253148414479,1.2320027645875076,1.336631502639981,1.393982665248196,1.2455385284706058,1.2463140476844774,1.2912294485852698,1.4454252030786028,B0,single_strategy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trial_0012_bite_001_withdrawal,trial_0012_bite_001,trial_0012,withdrawal,102,5.6193842739972215,0.9850627934721781,1.8283692329445393,25.840534800520413,55.61769848613987,3790.6924499180864,7896.980347900976,0.025232196482261493,102.0,0.0,100.0,0.0,101.0,101.0,100.0,99.0,102.0,0.3259060518722805,0.6067934031286337,0.5843427114704083,0.35751571731940607,0.8903950994111699,0.9275940917806382,0.6286531554911904,0.0,0.0,0.0,0.19485693939522028,0.2026250926955707,0.2782526151271716,0.2949202119844553,2.168526623681679,2.1714609654286554,2.378646712561396,4.229654092100146,1.2205253148414479,1.2299681105759273,1.3224121468850991,1.3794447594395525,1.256370157646811,1.2571633577326458,1.3055159668511012,1.447580744826215,B1,single_strategy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
